LATENCY,PWM_VALUE,ANGLE
0.000331878662109375,114,-1
0.0010008811950683594,115,-1
0.0004630088806152344,116,-1
0.0008456707000732422,117,-1
0.0003387928009033203,118,-1
0.000985860824584961,119,-1
0.000331878662109375,120,-1
0.0007691383361816406,121,-1
0.0003457069396972656,122,-1
0.0014100074768066406,123,-1
0.0009884834289550781,124,-1
0.00038313865661621094,125,-1
0.0013496875762939453,126,-1
0.0003337860107421875,127,-1
0.0013480186462402344,128,-1
0.0003292560577392578,129,-1
0.0009515285491943359,130,-1
0.0003662109375,131,-1
0.0013012886047363281,132,-1
0.0003294944763183594,133,-1
0.0010044574737548828,134,-1
0.0005462169647216797,135,-1
0.0009610652923583984,136,-1
0.0004343986511230469,137,-1
0.0019643306732177734,138,-1
0.0005280971527099609,139,-1
0.0003285408020019531,140,-1
0.00025534629821777344,141,-1
0.0007746219635009766,142,-1
0.0005927085876464844,143,-1
0.0003943443298339844,144,-1
0.0004138946533203125,145,-1
0.0004870891571044922,146,-1
0.0004975795745849609,147,-1
0.000579833984375,148,-1
0.0031638145446777344,149,-1
0.0004131793975830078,150,-1
0.0014133453369140625,151,-1
0.0015347003936767578,152,-1
0.0004355907440185547,153,-1
0.0013740062713623047,154,-1
0.0004458427429199219,155,-1
0.0010447502136230469,156,-1
0.0004138946533203125,157,-1
0.001382589340209961,158,-1
0.00038361549377441406,159,-1
0.0010154247283935547,160,-1
0.00039315223693847656,161,-1
0.0010135173797607422,162,-1
0.0004322528839111328,163,-1
0.0009613037109375,164,-1
0.00040268898010253906,165,-1
0.0019385814666748047,166,-1
0.00038933753967285156,167,-1
0.0017843246459960938,168,-1
0.0003936290740966797,169,-1
0.0014095306396484375,170,-1
0.00039887428283691406,171,-1
0.0010330677032470703,172,-1
0.0005552768707275391,173,-1
0.0009911060333251953,174,-1
0.0004565715789794922,175,-1
0.0005166530609130859,176,-1
0.0003719329833984375,177,-1
0.0031592845916748047,178,-1
0.001276254653930664,179,-1
0.00047206878662109375,180,-1
0.0017817020416259766,181,-1
0.0004012584686279297,182,-1
0.0016512870788574219,183,-1
0.0004870891571044922,184,-1
0.0010390281677246094,185,-1
0.0004036426544189453,186,-1
0.0018491744995117188,187,-1
0.001556396484375,188,-1
0.0004222393035888672,189,-1
0.0009942054748535156,190,-1
0.0004303455352783203,191,-1
0.0009605884552001953,192,-1
0.0003991127014160156,193,-1
0.0011410713195800781,194,-1
0.0004467964172363281,195,-1
0.0010304450988769531,196,-1
0.00040602684020996094,197,-1
0.002779722213745117,198,-1
0.0014882087707519531,199,-1
0.00044608116149902344,200,-1
0.0015943050384521484,201,-1
0.0004241466522216797,202,-1
0.0013670921325683594,203,-1
0.0004699230194091797,204,-1
0.0010099411010742188,205,-1
0.00042247772216796875,206,-1
0.0004012584686279297,207,-1
0.002068042755126953,208,-1
0.00047707557678222656,209,-1
0.0015981197357177734,210,-1
0.00040221214294433594,211,-1
0.0014493465423583984,212,-1
0.0004324913024902344,213,-1
0.0014615058898925781,214,-1
0.0009465217590332031,215,-1
0.0004696846008300781,216,-1
0.001842498779296875,217,-1
0.0004143714904785156,218,-1
0.0010128021240234375,219,-1
0.00041747093200683594,220,-1
0.0014104843139648438,221,-1
0.00047278404235839844,222,-1
0.0017275810241699219,223,-1
0.0004787445068359375,224,-1
0.001024007797241211,225,-1
0.00043082237243652344,226,-1
0.0010709762573242188,227,-1
0.001764059066772461,228,-1
0.00043892860412597656,229,-1
0.0016160011291503906,230,-1
0.00039887428283691406,231,-1
0.0010306835174560547,232,-1
0.0004582405090332031,234,-1
0.001027822494506836,235,-1
0.0004496574401855469,236,-1
0.0002460479736328125,237,-1
0.0003578662872314453,238,-1
0.0010066032409667969,239,-1
0.0008645057678222656,240,-1
0.0004477500915527344,241,-1
0.002836465835571289,242,-1
0.00044345855712890625,243,-1
0.0025110244750976562,244,-1
0.00041031837463378906,245,-1
0.0016031265258789062,246,-1
0.0003895759582519531,247,-1
0.0010495185852050781,248,-1
0.00040650367736816406,249,-1
0.0009617805480957031,250,-1
0.0020525455474853516,251,-1
0.0004162788391113281,252,-1
0.0014467239379882812,253,-1
0.0008974075317382812,254,-1
0.0017085075378417969,255,-1
0.0004458427429199219,256,-1
0.0016536712646484375,257,-1
0.0004124641418457031,258,-1
0.001010894775390625,259,-1
0.0004417896270751953,260,-1
0.0010907649993896484,261,-1
0.0003972053527832031,262,-1
0.0010118484497070312,263,-1
0.00052642822265625,264,-1
0.0005605220794677734,265,-1
0.00040221214294433594,266,-1
0.0005037784576416016,267,-1
0.0024261474609375,268,-1
0.0007576942443847656,269,-1
0.0022497177124023438,270,-1
0.0005321502685546875,271,-1
0.0010111331939697266,272,-1
0.0005753040313720703,273,-1
0.0009775161743164062,274,-1
0.00047850608825683594,275,0
0.002053499221801758,276,0
0.00041747093200683594,277,0
0.0013775825500488281,278,1
0.0008833408355712891,279,1
0.00045180320739746094,280,2
0.001760721206665039,281,2
0.0004374980926513672,282,3
0.0015926361083984375,283,4
0.00040912628173828125,284,5
0.0015366077423095703,285,6
0.00038552284240722656,286,8
0.001470327377319336,287,9
0.0004303455352783203,288,10
0.0009698867797851562,289,12
0.00039887428283691406,290,13
0.0009493827819824219,291,15
0.00038504600524902344,292,17
0.000972747802734375,293,18
0.0005018711090087891,294,20
0.0022246837615966797,295,21
0.0019998550415039062,296,23
0.00038743019104003906,297,25
0.0007932186126708984,298,26
0.0005822181701660156,299,28
0.0009851455688476562,300,29
0.0004177093505859375,301,30
0.0009970664978027344,302,32
0.0004405975341796875,303,33
0.002774953842163086,304,34
0.0004165172576904297,305,35
0.0010385513305664062,306,36
0.0007338523864746094,307,37
0.0004658699035644531,308,38
0.0009937286376953125,309,39
0.00039839744567871094,310,39
0.00196075439453125,311,40
0.0020034313201904297,312,40
0.0004200935363769531,313,41
0.001007080078125,314,41
0.0003991127014160156,315,41
0.001873016357421875,316,41
0.00041294097900390625,317,42
0.0015528202056884766,318,42
0.0004894733428955078,319,42
0.0015876293182373047,320,42
0.0003948211669921875,321,42
0.0015780925750732422,322,42
0.00045490264892578125,323,42
0.0010135173797607422,324,42
0.000408172607421875,325,42
0.0013737678527832031,326,42
0.0008006095886230469,327,42
0.0005919933319091797,328,42
0.0010666847229003906,329,42
0.0005245208740234375,330,43
0.001005411148071289,331,43
0.0004229545593261719,332,44
0.0009860992431640625,333,44
0.0005993843078613281,334,45
0.0010967254638671875,335,46
0.0004260540008544922,336,46
0.0019795894622802734,337,47
0.0004038810729980469,338,49
0.0010385513305664062,339,50
0.000408172607421875,340,51
0.002015352249145508,341,52
0.0004031658172607422,342,54
0.0009632110595703125,343,55
0.0018227100372314453,344,57
0.0004284381866455078,345,58
0.0009944438934326172,346,60
0.0004355907440185547,347,62
0.0009496212005615234,348,64
0.00038623809814453125,349,66
0.0010800361633300781,350,68
0.00042176246643066406,351,70
0.00039005279541015625,351,72
0.0003693103790283203,351,74
0.002247333526611328,351,76
0.00041937828063964844,351,78
0.0010025501251220703,351,80
0.0004925727844238281,351,82
0.0003452301025390625,351,84
0.00038552284240722656,351,86
0.002936840057373047,351,88
0.001444101333618164,351,89
0.0004417896270751953,351,91
0.0016367435455322266,351,92
0.0017213821411132812,351,94
0.0004401206970214844,351,95
0.0010006427764892578,351,96
0.0004367828369140625,351,97
0.0014009475708007812,351,97
0.00042629241943359375,351,98
0.0014498233795166016,351,98
0.0004229545593261719,351,98
0.0011479854583740234,351,98
0.0005114078521728516,351,98
0.0024874210357666016,351,97
0.0014882087707519531,351,97
0.00048613548278808594,351,96
0.0010488033294677734,351,95
0.0005347728729248047,351,94
0.0010323524475097656,351,93
0.0004000663757324219,351,91
0.0019941329956054688,351,90
0.0003941059112548828,351,89
0.0016427040100097656,351,87
0.00043654441833496094,351,85
0.0014846324920654297,351,84
0.0004181861877441406,351,82
0.0003566741943359375,351,80
0.0012514591217041016,351,79
0.0003955364227294922,351,77
0.0014982223510742188,351,75
0.0021102428436279297,351,74
0.0004448890686035156,351,72
0.0016102790832519531,351,71
0.0017855167388916016,351,70
0.0003981590270996094,351,68
0.0010535717010498047,351,67
0.0005426406860351562,351,66
0.0003325939178466797,351,66
0.0010037422180175781,351,65
0.0004131793975830078,351,65
0.0026199817657470703,351,64
0.00040411949157714844,351,64
0.0010671615600585938,351,64
0.0004096031188964844,351,65
0.0019130706787109375,351,65
0.0009140968322753906,351,66
0.0004000663757324219,351,66
0.0009617805480957031,351,67
0.00043010711669921875,351,68
0.0009510517120361328,351,69
0.00038933753967285156,351,70
0.0020461082458496094,351,72
0.0009081363677978516,351,73
0.0004336833953857422,351,74
0.0019080638885498047,351,76
0.00043964385986328125,351,77
0.0009357929229736328,351,79
0.0007603168487548828,351,80
0.0006532669067382812,351,82
0.0009891986846923828,351,83
0.00046372413635253906,351,84
0.0009486675262451172,351,86
0.002350330352783203,351,87
0.0004875659942626953,351,88
0.0010504722595214844,351,89
0.0004317760467529297,351,90
0.0025467872619628906,351,91
0.0004372596740722656,351,92
0.0016918182373046875,351,92
0.0014164447784423828,351,93
0.0004482269287109375,351,93
0.0010428428649902344,351,93
0.0004761219024658203,351,93
0.0010254383087158203,351,93
0.000400543212890625,351,93
0.002030611038208008,351,93
0.00043129920959472656,351,92
0.0009918212890625,351,92
0.00039315223693847656,351,91
0.0018246173858642578,351,90
0.00042319297790527344,351,90
0.0009756088256835938,351,89
0.0004260540008544922,351,87
0.001016378402709961,351,86
0.0008258819580078125,351,85
0.0004076957702636719,351,84
0.0005602836608886719,351,83
0.0003566741943359375,351,81
0.0011670589447021484,351,80
0.0017478466033935547,351,79
0.00044274330139160156,351,77
0.0010027885437011719,351,76
0.0019161701202392578,351,75
0.0004277229309082031,351,74
0.0010423660278320312,351,73
0.00044035911560058594,351,72
0.0009410381317138672,351,71
0.0004076957702636719,351,70
0.0014109611511230469,351,69
0.0014019012451171875,351,69
0.0003902912139892578,351,68
0.0010194778442382812,351,68
0.0005841255187988281,351,68
0.0009660720825195312,351,67
0.001943826675415039,351,67
0.0003464221954345703,351,68
0.0011065006256103516,351,68
0.0003921985626220703,351,68
0.0009887218475341797,351,69
0.0003840923309326172,351,69
0.0021562576293945312,351,70
0.000438690185546875,351,71
0.0016994476318359375,351,71
0.00040721893310546875,351,72
0.0016303062438964844,351,73
0.0003948211669921875,351,74
0.0007371902465820312,351,75
0.0004742145538330078,351,76
0.0016176700592041016,351,78
0.0006113052368164062,351,79
0.000978231430053711,351,80
0.0004532337188720703,351,81
0.0009593963623046875,351,82
0.00041937828063964844,351,83
0.002613544464111328,351,84
0.0008869171142578125,351,85
0.0004913806915283203,351,86
0.0013918876647949219,351,87
0.0015807151794433594,351,87
0.000446319580078125,351,88
0.0017189979553222656,351,89
0.00042891502380371094,351,89
0.0017213821411132812,351,89
0.0009093284606933594,351,90
0.0004210472106933594,351,90
0.0011043548583984375,351,90
0.00041222572326660156,351,90
0.000997304916381836,351,89
0.00041747093200683594,351,89
0.0020020008087158203,351,89
0.001409292221069336,351,88
0.00039887428283691406,351,88
0.0009915828704833984,351,87
0.0004956722259521484,351,87
0.0009853839874267578,351,86
0.00042629241943359375,351,85
0.0018727779388427734,351,84
0.0004248619079589844,351,83
0.0009682178497314453,351,82
0.00043129920959472656,351,81
0.0018744468688964844,351,81
0.0014812946319580078,351,80
0.0006256103515625,351,79
0.0014836788177490234,351,78
0.00043129920959472656,351,77
0.0013251304626464844,351,76
0.00042700767517089844,351,75
0.0009844303131103516,351,74
0.0003886222839355469,351,74
0.0017845630645751953,351,73
0.0009021759033203125,351,72
0.0005133152008056641,351,72
0.0009851455688476562,351,72
0.0004355907440185547,351,71
0.0013959407806396484,351,71
0.0008814334869384766,351,71
0.00040340423583984375,351,71
0.001073598861694336,351,71
0.0004050731658935547,351,71
0.002007722854614258,351,71
0.0004260540008544922,351,72
0.0010371208190917969,351,72
0.0004322528839111328,351,72
0.0009634494781494141,351,73
0.0008587837219238281,351,74
0.0005841255187988281,351,74
0.0003859996795654297,351,75
0.0009655952453613281,351,76
0.00039649009704589844,351,76
0.002007722854614258,351,77
0.0004336833953857422,351,78
0.0010159015655517578,351,79
0.00040078163146972656,351,80
0.0010635852813720703,351,80
0.0003886222839355469,351,81
0.0019598007202148438,351,82
0.0004487037658691406,351,83
0.0009665489196777344,351,83
0.00039458274841308594,351,84
0.0009756088256835938,351,84
0.0003883838653564453,351,85
0.002009153366088867,351,85
0.0004513263702392578,351,86
0.0010173320770263672,351,86
0.00040793418884277344,351,86
0.0014336109161376953,351,86
0.0014069080352783203,351,86
0.0003986358642578125,351,86
0.0013835430145263672,351,86
0.0004067420959472656,351,86
0.0013699531555175781,351,86
0.0014622211456298828,351,86
0.0004553794860839844,351,86
0.0009779930114746094,351,85
0.00042366981506347656,351,85
0.001489877700805664,351,84
0.0003991127014160156,351,84
0.0013315677642822266,351,83
0.00039887428283691406,351,83
0.0009660720825195312,351,82
0.00045490264892578125,351,81
0.0019125938415527344,351,81
0.00041937828063964844,351,80
0.0013947486877441406,351,79
0.00043392181396484375,351,79
0.001009225845336914,351,78
0.0004036426544189453,351,77
0.000965118408203125,351,77
0.0003840923309326172,351,76
0.00140380859375,351,76
0.00037670135498046875,351,75
0.001018524169921875,351,75
0.0003917217254638672,351,74
0.0009620189666748047,351,74
0.0004589557647705078,351,74
0.0018553733825683594,351,74
0.0003962516784667969,351,73
0.0009891986846923828,351,73
0.00039458274841308594,351,73
0.0021791458129882812,351,73
0.0003962516784667969,351,74
0.0011026859283447266,351,74
0.0003962516784667969,351,74
0.002012014389038086,351,74
0.0005090236663818359,351,75
0.000370025634765625,351,75
0.0003345012664794922,351,75
0.0013921260833740234,351,76
0.0003871917724609375,351,76
0.0009984970092773438,351,77
0.0003790855407714844,351,78
0.0010364055633544922,351,78
0.0004010200500488281,351,79
0.0018846988677978516,351,79
0.00038623809814453125,351,80
0.0009706020355224609,351,80
0.0003933906555175781,351,81
0.0018510818481445312,351,81
0.0004062652587890625,351,82
0.000978231430053711,351,82
0.0005221366882324219,351,83
0.002196788787841797,351,83
0.0004730224609375,351,84
0.001401662826538086,351,84
0.000415802001953125,351,84
0.0010013580322265625,351,84
0.0005512237548828125,351,84
0.0018444061279296875,351,84
0.00047588348388671875,351,84
0.0009713172912597656,351,84
0.0004181861877441406,351,84
0.0018286705017089844,351,84
0.0005338191986083984,351,84
0.0016977787017822266,351,84
0.0004642009735107422,351,83
0.0015730857849121094,351,83
0.0004048347473144531,351,83
0.0015718936920166016,351,82
0.0004076957702636719,351,82
0.001375436782836914,351,81
0.00040793418884277344,351,81
0.0010097026824951172,351,80
0.0003905296325683594,351,80
0.0018930435180664062,351,80
0.00038695335388183594,351,79
0.0009760856628417969,351,79
0.0004687309265136719,351,78
0.0013620853424072266,351,78
0.0003879070281982422,351,77
0.0009679794311523438,351,77
0.00039696693420410156,351,76
0.0009505748748779297,351,76
0.0003845691680908203,351,76
0.0019366741180419922,351,75
0.0003840923309326172,351,75
0.0009810924530029297,351,75
0.0005617141723632812,351,75
0.0009377002716064453,351,75
0.0003783702850341797,351,75
0.0009400844573974609,351,75
0.0003993511199951172,351,75
0.0019245147705078125,351,75
0.0004646778106689453,351,75
0.0009882450103759766,351,75
0.0002148151397705078,351,75
0.0005424022674560547,351,75
0.0023431777954101562,351,76
0.0012278556823730469,351,76
0.0004508495330810547,351,76
0.0016849040985107422,351,77
0.0006225109100341797,351,77
0.0015561580657958984,351,77
0.0005061626434326172,351,78
0.0016217231750488281,351,78
0.00044608116149902344,351,78
0.001049041748046875,351,79
0.0004749298095703125,351,79
0.0017883777618408203,351,80
0.0005304813385009766,351,80
0.000986337661743164,351,80
0.0005052089691162109,351,81
0.0010123252868652344,351,81
0.0004642009735107422,351,81
0.001027822494506836,351,82
0.000415802001953125,351,82
0.0009548664093017578,351,82
0.0004127025604248047,351,82
0.002079010009765625,351,82
0.0004420280456542969,351,83
0.0010058879852294922,351,83
0.00039887428283691406,351,83
0.0009372234344482422,351,83
0.001859903335571289,351,83
0.0004787445068359375,351,83
0.00104522705078125,351,83
0.00058746337890625,351,82
0.0009701251983642578,351,82
0.00044536590576171875,351,82
0.001903533935546875,351,82
0.00038814544677734375,351,82
0.0028111934661865234,351,81
0.0014431476593017578,351,81
0.0004048347473144531,351,81
0.0015282630920410156,351,80
0.00042557716369628906,351,80
0.0010113716125488281,351,80
0.000408172607421875,351,79
0.0010685920715332031,351,79
0.0003826618194580078,351,79
0.0019185543060302734,351,78
0.00041866302490234375,351,78
0.0010459423065185547,351,78
0.001649618148803711,351,77
0.0004317760467529297,351,77
0.0016560554504394531,351,77
0.0006320476531982422,351,77
0.0009729862213134766,351,77
0.0004010200500488281,351,76
0.0013535022735595703,351,76
0.0008976459503173828,351,76
0.0004980564117431641,351,76
0.0010366439819335938,351,76
0.0008294582366943359,351,76
0.002002239227294922,351,76
0.0008838176727294922,351,76
0.0017015933990478516,351,76
0.0004162788391113281,351,76
0.0018253326416015625,351,76
0.0004019737243652344,351,77
0.0015783309936523438,351,77
0.00046706199645996094,351,77
0.00098419189453125,351,77
0.0003998279571533203,351,77
0.0017900466918945312,351,78
0.0004420280456542969,351,78
0.0015785694122314453,351,78
0.00042176246643066406,351,78
0.0015516281127929688,351,79
0.0004227161407470703,351,79
0.0015499591827392578,351,79
0.0009355545043945312,351,80
0.00047016143798828125,351,80
0.0012967586517333984,351,80
0.0005705356597900391,351,80
0.001008749008178711,351,81
0.0005946159362792969,351,81
0.000978231430053711,351,81
0.0004019737243652344,351,81
0.0018935203552246094,351,81
0.0004127025604248047,351,81
0.00101470947265625,351,81
0.00043320655822753906,351,81
0.0009667873382568359,351,81
0.0003905296325683594,351,81
0.0019078254699707031,351,81
0.0004436969757080078,351,81
0.0016276836395263672,351,81
0.0009148120880126953,351,81
0.0004076957702636719,351,81
0.0018572807312011719,351,81
0.00040912628173828125,351,81
0.001691579818725586,351,81
0.0004475116729736328,351,80
0.001028299331665039,351,80
0.00039577484130859375,351,80
0.0009407997131347656,351,80
0.0003917217254638672,351,80
0.0013844966888427734,351,79
0.00038242340087890625,351,79
0.0018301010131835938,351,79
0.0014827251434326172,351,79
0.0004756450653076172,351,78
0.0009675025939941406,351,78
0.0008647441864013672,351,78
0.0004322528839111328,351,78
0.001857757568359375,351,78
0.0008933544158935547,351,78
0.00039839744567871094,351,77
0.0009746551513671875,351,77
0.0003943443298339844,351,77
0.0009634494781494141,351,77
0.0004858970642089844,351,77
0.001960277557373047,351,77
0.00042748451232910156,351,77
0.0016350746154785156,351,77
0.00040221214294433594,351,77
0.000993967056274414,351,77
0.0003859996795654297,351,77
0.0010352134704589844,351,77
0.0022401809692382812,351,78
0.0004911422729492188,351,78
0.0009982585906982422,351,78
0.00040602684020996094,351,78
0.0023505687713623047,351,78
0.0004019737243652344,351,78
0.0015673637390136719,351,79
0.001390695571899414,351,79
0.00039768218994140625,351,79
0.0009911060333251953,351,79
0.0004413127899169922,351,79
0.001917123794555664,351,80
0.000400543212890625,351,80
0.0009891986846923828,351,80
0.0003986358642578125,351,80
0.0009315013885498047,351,80
0.0003933906555175781,351,80
0.0009405612945556641,351,80
0.0018222332000732422,351,81
0.000438690185546875,351,81
0.0009698867797851562,351,81
0.0006229877471923828,351,81
0.0017366409301757812,351,81
0.00040984153747558594,351,81
0.0009777545928955078,351,81
0.0003952980041503906,351,81
0.0009458065032958984,351,81
0.0013515949249267578,351,81
0.0004134178161621094,351,81
0.0009822845458984375,351,81
0.0004489421844482422,351,80
0.0009515285491943359,351,80
0.001972675323486328,351,80
0.0005431175231933594,351,80
0.0014069080352783203,351,80
0.0005056858062744141,351,80
0.0015742778778076172,351,80
0.0004391670227050781,351,80
0.0015711784362792969,351,79
0.00039505958557128906,351,79
0.0009999275207519531,351,79
0.0004520416259765625,351,79
0.0009248256683349609,351,79
0.0004150867462158203,351,79
0.0018382072448730469,351,79
0.0004138946533203125,351,79
0.0010867118835449219,351,78
0.00038552284240722656,351,78
0.0017478466033935547,351,78
0.00037980079650878906,351,78
0.0016205310821533203,351,78
0.00046825408935546875,351,78
0.0015506744384765625,351,78
0.0004029273986816406,351,78
0.0009789466857910156,351,78
0.0006124973297119141,351,78
0.0017747879028320312,351,78
0.0003962516784667969,351,78
0.0015671253204345703,351,78
0.00038886070251464844,351,78
0.0016374588012695312,351,78
0.0003924369812011719,351,78
0.0010275840759277344,351,78
0.00039696693420410156,351,78
0.0010042190551757812,351,78
0.0003955364227294922,351,79
0.0009593963623046875,351,79
0.0003998279571533203,351,79
0.0020072460174560547,351,79
0.00040459632873535156,351,79
0.0010666847229003906,351,79
0.0004978179931640625,351,79
0.000949859619140625,351,79
0.0004036426544189453,351,79
0.0009474754333496094,351,79
0.0003914833068847656,351,79
0.0009434223175048828,351,80
0.00040721893310546875,351,80
0.0009250640869140625,351,80
0.00037932395935058594,351,80
0.0020215511322021484,351,80
0.00040435791015625,351,80
0.0009636878967285156,351,80
0.0003986358642578125,351,80
0.0013790130615234375,351,80
0.0005702972412109375,351,80
0.000990152359008789,351,80
0.0003790855407714844,351,80
0.0009737014770507812,351,80
0.0003910064697265625,351,80
0.001486063003540039,351,80
0.0005087852478027344,351,79
0.0011081695556640625,351,79
0.0004467964172363281,351,79
0.000957489013671875,351,79
0.0004088878631591797,351,79
0.002162456512451172,351,79
0.00039768218994140625,351,79
0.000980377197265625,351,79
0.00039005279541015625,351,79
0.0009877681732177734,351,79
0.0004317760467529297,351,79
0.0018799304962158203,351,79
0.0004036426544189453,351,79
0.0010857582092285156,351,79
0.00039315223693847656,351,79
0.0012860298156738281,351,79
0.0004277229309082031,351,79
0.0009415149688720703,351,79
0.0003955364227294922,351,79
0.0018990039825439453,351,79
0.00043582916259765625,351,79
0.0009965896606445312,351,79
0.0022509098052978516,351,79
0.0004191398620605469,351,79
0.0016102790832519531,351,79
0.000431060791015625,351,79
0.001001596450805664,351,79
0.00039267539978027344,351,79
0.0009636878967285156,351,79
0.00043010711669921875,351,79
0.0018243789672851562,351,79
0.0004012584686279297,351,79
0.0015311241149902344,351,79
0.0008528232574462891,351,79
0.00040793418884277344,351,79
0.0017228126525878906,351,80
0.00043082237243652344,351,80
0.0016820430755615234,351,80
0.0003814697265625,351,80
0.0015749931335449219,351,80
0.0004718303680419922,351,80
0.0009846687316894531,351,80
0.0004131793975830078,351,80
0.0018310546875,351,80
0.0013117790222167969,351,80
0.00047659873962402344,351,80
0.0010862350463867188,351,80
0.0004134178161621094,351,80
0.001764535903930664,351,80
0.000492095947265625,351,80
0.001016378402709961,351,80
0.000457763671875,351,80
0.0009479522705078125,351,80
0.00040411949157714844,351,80
0.00093841552734375,351,80
0.0003943443298339844,351,80
0.001911163330078125,351,80
0.0004391670227050781,351,80
0.000990152359008789,351,80
0.00039577484130859375,351,80
0.00109100341796875,351,80
0.0003898143768310547,351,80
0.0009403228759765625,351,80
0.0003936290740966797,351,80
0.0019614696502685547,351,80
0.0003895759582519531,351,80
0.0015778541564941406,351,79
0.00038123130798339844,351,79
0.0016262531280517578,351,79
0.00040435791015625,351,79
0.0015721321105957031,351,79
0.00038433074951171875,351,79
0.0015592575073242188,351,79
0.0004360675811767578,351,79
0.0019001960754394531,351,79
0.0014865398406982422,351,79
0.0003993511199951172,351,79
0.001470804214477539,351,79
0.0004277229309082031,351,79
0.00098419189453125,351,79
0.0004057884216308594,351,79
0.0009605884552001953,351,79
0.0003819465637207031,351,79
0.0018625259399414062,351,79
0.0004024505615234375,351,79
0.0009751319885253906,351,79
0.0016856193542480469,351,79
0.0003399848937988281,351,79
0.002287626266479492,351,79
0.00040793418884277344,351,79
0.0016596317291259766,351,79
0.0004334449768066406,351,79
0.0015377998352050781,351,79
0.0014505386352539062,351,79
0.0003981590270996094,351,79
0.0012936592102050781,351,79
0.0003819465637207031,351,79
0.0014429092407226562,351,79
0.0003859996795654297,351,79
0.0010771751403808594,351,79
0.0005152225494384766,351,79
0.0009601116180419922,351,79
0.0004286766052246094,351,80
0.0009241104125976562,351,80
0.0004096031188964844,351,80
0.002034425735473633,351,80
0.00041866302490234375,351,80
0.0015339851379394531,351,80
0.00039577484130859375,351,80
0.0009777545928955078,351,80
0.00040721893310546875,351,80
0.0017826557159423828,351,80
0.0003974437713623047,351,80
0.0015480518341064453,351,80
0.000370025634765625,351,80
0.0019147396087646484,351,79
0.0003552436828613281,351,79
0.0017485618591308594,351,79
0.00041961669921875,351,79
