Latencia (s),PWM Value,Angle (°)
0.0,0.0,0.0
0.00061798095703125,0.0,0.0
0.0003902912139892578,0.0,0.0
0.0004982948303222656,0.0,0.0
0.00047397613525390625,0.0,0.0
0.0004303455352783203,0.0,0.0
0.0007898807525634766,0.0,0.0
0.00044536590576171875,0.0,0.0
0.0010128021240234375,0.0,0.0
0.0006470680236816406,0.0,0.0
0.0009639263153076172,0.0,0.0
0.0005807876586914062,0.0,0.0
0.0013113021850585938,0.0,0.0
0.00043964385986328125,0.0,0.0
0.0011510848999023438,0.0,0.0
0.0004398822784423828,0.0,0.0
0.0011408329010009766,0.0,0.0
0.0005328655242919922,0.0,0.0
0.0016138553619384766,0.0,0.0
0.0004429817199707031,0.0,0.0
0.001416921615600586,0.0,0.0
0.0013735294342041016,0.0,0.0
0.00042819976806640625,0.0,0.0
0.0016002655029296875,0.0,0.0
0.0006527900695800781,0.0,0.0
0.0013499259948730469,0.0,0.0
0.0005533695220947266,0.0,0.0
0.0010509490966796875,0.0,0.0
0.0009319782257080078,0.0,0.0
0.0013780593872070312,0.0,0.0
0.0008721351623535156,0.0,0.0
0.0010476112365722656,0.0,0.0
0.0004940032958984375,0.0,0.0
0.0015835762023925781,0.0,0.0
0.0006158351898193359,0.0,0.0
0.0014674663543701172,0.0,0.0
0.0010478496551513672,0.0,0.0
0.0004467964172363281,0.0,0.0
0.001100778579711914,0.0,0.0
0.0004734992980957031,0.0,0.0
0.0010836124420166016,0.0,0.0
0.00045800209045410156,0.0,0.0
0.0014820098876953125,0.0,0.0
0.0005466938018798828,0.0,0.0
0.0009055137634277344,0.0,0.0
0.0007050037384033203,0.0,0.0
0.0011582374572753906,0.0,0.0
0.00045943260192871094,0.0,0.0
0.0011336803436279297,0.0,0.0
0.0004425048828125,0.0,0.0
0.0013713836669921875,0.0,0.0
0.0004324913024902344,0.0,0.0
0.0010898113250732422,0.0,0.0
0.0006947517395019531,0.0,0.0
0.0015990734100341797,0.0,0.0
0.0004391670227050781,0.0,0.0
0.0009310245513916016,0.0,0.0
0.0004527568817138672,0.0,0.0
0.001493215560913086,0.0,0.0
0.0004405975341796875,0.0,0.0
0.0014290809631347656,0.0,0.0
0.000911712646484375,0.0,0.0
0.00043487548828125,0.0,0.0
0.001089334487915039,0.0,0.0
0.0004265308380126953,0.0,0.0
0.0014624595642089844,0.0,0.0
0.0006327629089355469,0.0,0.0
0.001482248306274414,0.0,0.0
0.0006577968597412109,0.0,0.0
0.0011057853698730469,0.0,0.0
0.0004754066467285156,0.0,0.0
0.0014462471008300781,0.0,0.0
0.0011606216430664062,0.0,0.0
0.0014262199401855469,0.0,0.0
0.0010044574737548828,0.0,0.0
0.0013985633850097656,0.0,0.0
0.00047779083251953125,0.0,0.0
0.0011515617370605469,0.0,0.0
0.0004978179931640625,0.0,0.0
0.0013659000396728516,0.0,0.0
0.0005648136138916016,0.0,0.0
0.0014719963073730469,0.0,0.0
0.00043654441833496094,0.0,0.0
0.0006899833679199219,0.0,0.0
0.00048089027404785156,0.0,0.0
0.0005357265472412109,0.0,0.0
0.0006964206695556641,0.0,0.0
0.0008912086486816406,0.0,0.0
0.0008602142333984375,0.0,0.0
0.0014772415161132812,0.0,0.0
0.0008351802825927734,0.0,0.0
0.0005612373352050781,0.0,0.0
0.0008928775787353516,0.0,0.0
0.0007176399230957031,0.0,0.0
0.0014591217041015625,0.0,0.0
0.0005860328674316406,0.0,0.0
0.001470327377319336,0.0,0.0
0.0013043880462646484,0.0,0.0
0.0004563331604003906,0.0,0.0
0.0015361309051513672,0.0,0.0
0.0010688304901123047,0.0,0.0
0.0004668235778808594,0.0,0.0
0.0010988712310791016,0.0,0.0
0.0004439353942871094,0.0,0.0
0.0014514923095703125,0.0,0.0
0.0005939006805419922,0.0,0.0
0.0015912055969238281,0.0,0.0
0.0008969306945800781,0.0,0.0
0.0004901885986328125,0.0,0.0
0.0010836124420166016,0.0,0.0
0.00043654441833496094,0.0,0.0
0.0010788440704345703,0.0,0.0
0.0004401206970214844,0.0,0.0
0.0010154247283935547,0.0,0.0
0.0004286766052246094,0.0,0.0
0.001026153564453125,0.0,0.0
0.0006020069122314453,0.0,0.0
0.0014836788177490234,0.0,0.0
0.0014035701751708984,0.0,0.0
0.0005772113800048828,0.0,0.0
0.0014615058898925781,0.0,0.0
