Latencia (s),PWM Value,Angle (°)
0.0,0.0,0.0
0.0006084442138671875,0.0,0.0
0.0003921985626220703,0.0,0.0
0.0005552768707275391,0.0,0.0
0.0004470348358154297,0.0,0.0
0.0009267330169677734,0.0,0.0
0.0004856586456298828,0.0,0.0
0.0016868114471435547,0.0,0.0
0.0004591941833496094,0.0,0.0
0.0015952587127685547,0.0,0.0
0.0004420280456542969,0.0,0.0
0.0016181468963623047,0.0,0.0
0.0004405975341796875,0.0,0.0
0.0010082721710205078,0.0,0.0
0.0004398822784423828,0.0,0.0
0.0009362697601318359,0.0,0.0
0.0004589557647705078,0.0,0.0
0.0009737014770507812,0.0,0.0
0.00044655799865722656,0.0,0.0
0.0017261505126953125,0.0,0.0
0.00046062469482421875,0.0,0.0
0.0009756088256835938,0.0,0.0
0.0004723072052001953,0.0,0.0
0.0016870498657226562,0.0,0.0
0.00046825408935546875,0.0,0.0
0.0015277862548828125,0.0,0.0
0.0012254714965820312,0.0,0.0
0.001026153564453125,0.0,0.0
0.0015997886657714844,0.0,0.0
0.0005815029144287109,0.0,0.0
0.0009725093841552734,0.0,0.0
0.0005009174346923828,0.0,0.0
0.0009479522705078125,0.0,0.0
0.0005049705505371094,0.0,0.0
0.0016391277313232422,0.0,0.0
0.00045943260192871094,0.0,0.0
0.0009875297546386719,0.0,0.0
0.0004470348358154297,0.0,0.0
0.0009853839874267578,0.0,0.0
0.0004811286926269531,0.0,0.0
0.0017507076263427734,0.0,0.0
0.0009558200836181641,0.0,0.0
0.0004646778106689453,0.0,0.0
0.001627206802368164,0.0,0.0
0.0004477500915527344,0.0,0.0
0.001722574234008789,0.0,0.0
0.0004742145538330078,0.0,0.0
0.0009815692901611328,0.0,0.0
0.00047016143798828125,0.0,0.0
0.0017788410186767578,0.0,0.0
0.00044536590576171875,0.0,0.0
0.0016400814056396484,0.0,0.0
0.00046539306640625,0.0,0.0
0.0009477138519287109,0.0,0.0
0.00045943260192871094,0.0,0.0
0.000949859619140625,0.0,0.0
0.0004897117614746094,0.0,0.0
0.0012614727020263672,0.0,0.0
0.0005631446838378906,0.0,0.0
0.0010302066802978516,0.0,0.0
0.0004661083221435547,0.0,0.0
0.000986337661743164,0.0,0.0
0.00045490264892578125,0.0,0.0
0.0009758472442626953,0.0,0.0
0.00044274330139160156,0.0,0.0
0.0016222000122070312,0.0,0.0
0.0004410743713378906,0.0,0.0
0.0013930797576904297,0.0,0.0
0.0004932880401611328,0.0,0.0
0.0009753704071044922,0.0,0.0
0.0004322528839111328,0.0,0.0
0.001554250717163086,0.0,0.0
0.0009505748748779297,0.0,0.0
0.0004429817199707031,0.0,0.0
0.0009648799896240234,0.0,0.0
0.0015175342559814453,0.0,0.0
0.0004630088806152344,0.0,0.0
0.0016093254089355469,0.0,0.0
0.0009744167327880859,0.0,0.0
0.0004825592041015625,0.0,0.0
0.0009732246398925781,0.0,0.0
0.00046563148498535156,0.0,0.0
0.0016613006591796875,0.0,0.0
0.00044035911560058594,0.0,0.0
0.0009984970092773438,0.0,0.0
0.0009217262268066406,0.0,0.0
0.00046539306640625,0.0,0.0
0.0016093254089355469,0.0,0.0
0.0009570121765136719,0.0,0.0
0.0005552768707275391,0.0,0.0
0.0015666484832763672,0.0,0.0
