Latencia (s),PWM Value,Angle (°)
0.0,0.0,0.0
0.0006196498870849609,0.0,0.0
0.0005426406860351562,0.0,0.0
0.00044417381286621094,0.0,0.0
0.0004589557647705078,0.0,0.0
0.0007636547088623047,0.0,0.0
0.0004987716674804688,0.0,0.0
0.001756906509399414,0.0,0.0
0.0005857944488525391,0.0,0.0
0.001188516616821289,0.0,0.0
0.0006282329559326172,0.0,0.0
0.002026081085205078,0.0,0.0
0.0005669593811035156,0.0,0.0
0.0016579627990722656,0.0,0.0
0.0005657672882080078,0.0,0.0
0.0016608238220214844,0.0,0.0
0.0005509853363037109,0.0,0.0
0.0016427040100097656,0.0,0.0
0.0006105899810791016,0.0,0.0
0.0015974044799804688,0.0,0.0
0.0007524490356445312,0.0,0.0
0.0014522075653076172,0.0,0.0
0.0007679462432861328,0.0,0.0
0.0005056858062744141,0.0,0.0
0.0006978511810302734,0.0,0.0
0.0022079944610595703,0.0,0.0
0.0006232261657714844,0.0,0.0
0.0016357898712158203,0.0,0.0
0.0005614757537841797,0.0,0.0
0.00249481201171875,0.0,0.0
0.0005393028259277344,0.0,0.0
0.0028028488159179688,0.0,0.0
0.000762939453125,0.0,0.0
0.0026216506958007812,0.0,0.0
0.0006048679351806641,0.0,0.0
0.0018205642700195312,0.0,0.0
0.0005831718444824219,0.0,0.0
0.002474546432495117,0.0,0.0
0.0005400180816650391,0.0,0.0
0.0019197463989257812,0.0,0.0
0.0007488727569580078,0.0,0.0
0.0021774768829345703,0.0,0.0
0.0005733966827392578,0.0,0.0
0.0015325546264648438,0.0,0.0
0.0015635490417480469,0.0,0.0
0.0005605220794677734,0.0,0.0
0.0015587806701660156,0.0,0.0
0.0007846355438232422,0.0,0.0
0.0031731128692626953,0.0,0.0
0.0005967617034912109,0.0,0.0
0.0016307830810546875,0.0,0.0
0.0006976127624511719,0.0,0.0
0.0033416748046875,0.0,0.0
0.0004508495330810547,0.0,0.0
0.0031294822692871094,0.0,0.0
0.0005526542663574219,0.0,0.0
0.0020554065704345703,0.0,0.0
0.0005509853363037109,0.0,0.0
0.00213623046875,0.0,0.0
0.0005478858947753906,0.0,0.0
0.002050638198852539,0.0,0.0
0.0006074905395507812,0.0,0.0
0.0018000602722167969,0.0,0.0
